iter	Passed	Remaining
901	1110	120
902	1111	119
903	1111	118
904	1112	116
905	1113	115
906	1114	114
907	1115	113
908	1116	111
909	1117	110
910	1118	109
911	1120	108
912	1121	106
913	1122	105
914	1123	104
915	1124	103
916	1125	101
917	1126	100
918	1126	99
919	1127	98
920	1128	96
921	1130	95
922	1131	94
923	1132	93
924	1133	91
925	1134	90
926	1135	89
927	1136	88
928	1137	86
929	1138	85
930	1139	84
931	1140	83
932	1141	81
933	1142	80
934	1143	79
935	1144	78
936	1145	77
937	1146	75
938	1147	74
939	1148	73
940	1149	72
941	1151	70
942	1152	69
943	1153	68
944	1154	67
945	1155	65
946	1156	64
947	1157	63
948	1158	62
949	1159	61
950	1159	59
951	1160	58
952	1161	57
953	1162	56
954	1163	54
955	1165	53
956	1166	52
957	1167	51
958	1168	49
959	1169	48
960	1170	47
961	1171	46
962	1172	45
963	1173	43
964	1174	42
965	1175	41
966	1176	40
967	1176	38
968	1177	37
969	1178	36
970	1180	35
971	1181	34
972	1182	32
973	1183	31
974	1184	30
975	1185	29
976	1186	27
977	1187	26
978	1188	25
979	1189	24
980	1190	23
981	1191	21
982	1192	20
983	1193	19
984	1194	18
985	1195	16
986	1196	15
987	1197	14
988	1198	13
989	1199	12
990	1200	10
991	1201	9
992	1201	8
993	1202	7
994	1203	6
995	1204	4
996	1205	3
997	1206	2
998	1207	1
999	1209	0
